billing_date,service_name,region,resource_id / resource-name,usage_type,cost,usage_quantity,instance_type,volume-type,autoscaling-count,storage_type,tag-project / tag-name,tag_environment,data_transfer_gb,is_anomaly,department,environment,project_name,month
2/8/2026,ElasticLoadBalancing,us-east-1,app/carci-test-alb/bc451d7a7d,DataTransfer-Out-Bytes,1.56,15.639,,,0,,carci,test,15.639,0,Marketing,test,AIResearch,2
2/24/2026,AmazonS3,ap-southeast-1,startup-x-test-bucket-71c2e9,S3:Storage.Intelligent-Tiering,487.33,4873.254,,,0,Intelligent-Tiering,startup-x,test,0,0,IT,dev,AIResearch,2
2/25/2026,AmazonECR,us-west-2,ecr/startup-x-staging-repo-6997,DataTransfer-Out-Bytes,16.28,162.778,,,0,,startup-x,staging,162.778,0,IT,test,DataLake,2
2/15/2026,AmazonRDS,ap-northeast-1,db:finops-lite-prod-01,DataTransfer-Out-Bytes,13.7,136.978,,,0,,finops-lite,prod,136.978,0,HR,dev,MobileApp,2
2/25/2026,AmazonDynamoDB,us-east-1,ddb/costwatch-dev-table-0a0c,DynamoDB:WriteUnits,83706.8,837068,,,0,,costwatch,dev,0,0,Marketing,prod,DataLake,2
2/28/2026,ElasticLoadBalancing,us-west-2,app/finops-lite-staging-alb/df148217db,ALB:LCU,4.66,46.643,,,0,,finops-lite,staging,0,0,Operations,dev,AIResearch,2
2/15/2026,AmazonElastiCache,us-east-1,cache/carci-staging-redis-21d4,DataTransfer-Out-Bytes,16.21,162.13,,,0,,carci,staging,162.13,0,Marketing,dev,AIResearch,2
2/8/2026,AmazonS3,ap-southeast-1,costwatch-prod-bucket-ae8726,DataTransfer-Out-Bytes,19.75,197.456,,,0,,costwatch,prod,197.456,0,HR,dev,CloudMigration,2
2/5/2026,AmazonDynamoDB,ap-south-1,ddb/finops-lite-dev-table-ead3,DynamoDB:WriteUnits,76240.1,762401,,,0,,finops-lite,dev,0,0,HR,dev,AIResearch,2
2/18/2026,AmazonRDS,ap-southeast-1,db:costwatch-test-01,EBS:VolumeUsage.gp3,19.43,194.284,,gp3,0,EBS,costwatch,test,0,0,Marketing,dev,CloudMigration,2
2/3/2026,AmazonEC2,ap-south-1,i-27bc19850ce73e343,EBS:VolumeUsage.gp2,9.91,99.052,,gp2,0,EBS,startup-x,dev,0,0,HR,test,MobileApp,2
2/1/2026,AmazonEC2,ap-southeast-1,i-282026e42a31e15dc,EBS:VolumeUsage.io2,8.88,88.816,,io2,0,EBS,finops-lite,dev,0,0,Marketing,dev,DataLake,2
2/16/2026,AmazonEC2,ap-south-1,i-8e4179fdf128c4d67,BoxUsage:m5.xlarge,1.87,18.687,m5.xlarge,,4,,finops-lite,test,0,0,Finance,dev,DataLake,2
2/21/2026,AWSKeyManagementService,eu-west-1,key/ffbac850a7081fb75377817cb557ab0b,KMS:Requests,4723834.2,47238342,,,0,,carci,prod,0,0,Marketing,prod,CloudMigration,2
2/19/2026,AmazonCloudWatch,ap-south-1,res-95f121770f,CloudWatch:Metrics,22.6,226,,,0,,finops-lite,prod,0,0,Marketing,dev,DataLake,2
2/1/2026,AmazonRDS,ap-south-1,db:finops-lite-test-01,RDS:InstanceUsage:db.m5.large,0.4,3.971,m5.large,,0,RDS,finops-lite,test,0,0,HR,prod,AIResearch,2
2/2/2026,AmazonEC2,ap-south-1,i-b2bc3a9a45dfa5b75,DataTransfer-Out-Bytes,4.58,45.806,,,0,,finops-lite,prod,45.806,0,HR,test,WebApp,2
2/13/2026,AmazonS3,ap-south-1,finops-lite-dev-bucket-c15a73,S3:Storage.Glacier Deep Archive,337.49,3374.918,,,0,Glacier Deep Archive,finops-lite,dev,0,0,IT,dev,CloudMigration,2
2/16/2026,AmazonEC2,ap-southeast-1,i-2ae08672b8301ced5,EBS:VolumeUsage.gp2,3.16,31.576,,gp2,0,EBS,finops-lite,test,0,0,IT,prod,DataLake,2
2/14/2026,AWSLambda,us-west-2,lambda:startup-x-test-fn-75e2,Lambda:GB-Second,134347.48,1343474.818,,,0,,startup-x,test,0,0,Finance,prod,CloudMigration,2
2/26/2026,AmazonECR,us-west-2,ecr/budgetguard-test-repo-2a5c,ECR:Storage,26.06,260.562,,,0,ECR,budgetguard,test,0,0,IT,test,CloudMigration,2
2/6/2026,ElasticLoadBalancing,eu-west-1,app/carci-test-alb/0d5d513a66,,17.05,170.451,,,0,,carci,test,170.451,0,Marketing,dev,WebApp,2
2/14/2026,AmazonVPC,ap-south-1,nat-9731cf41,NATGateway:DataProcessed,26.3,263.008,,,0,,startup-x,test,263.008,0,HR,dev,AIResearch,2
2/12/2026,AmazonEC2,us-east-1,i-6592f39cff82c5bcb,BoxUsage:t3.micro,0.41,4.082,t3.micro,,0,,startup-x,staging,0,0,IT,prod,CloudMigration,2
2/6/2026,AWSLambda,us-west-2,lambda:costwatch-test-fn-1432,Lambda:GB-Second,42671.54,426715.359,,,0,,costwatch,test,0,0,IT,dev,DataLake,2
2/22/2026,AmazonRDS,eu-west-1,db:startup-x-test-01,DataTransfer-Out-Bytes,225.72,2257.158,m5.large,,0,RDS,startup-x,test,2257.158,1,Finance,prod,MobileApp,2
2/27/2026,AmazonCloudWatch,ap-northeast-1,res-f92c143e55,CloudWatch:Metrics,21.9,219,,,0,,costwatch,staging,0,0,Finance,dev,CloudMigration,2
2/7/2026,AmazonDynamoDB,us-east-1,ddb/costwatch-dev-table-648a,DynamoDB:WriteUnits,180841.3,1808413,,,0,,costwatch,dev,0,0,Marketing,prod,CloudMigration,2
2/24/2026,AmazonRoute53,us-east-1,hostedzone/8e0d3d443339b,Route53:HostedZone,0.1,1,,,0,,costwatch,staging,0,0,HR,dev,WebApp,2
2/14/2026,AmazonS3,ap-south-1,startup-x-prod-bucket-8c4c1c,S3:Storage.Intelligent-Tiering,392.91,3929.082,,,0,Intelligent-Tiering,startup-x,prod,0,0,Finance,test,AIResearch,2
2/11/2026,AmazonVPC,us-east-1,nat-0a998f37,NATGateway:DataProcessed,25.87,258.723,,,0,,costwatch,prod,258.723,0,IT,dev,MobileApp,2
2/5/2026,AmazonS3,ap-southeast-1,budgetguard-test-bucket-26e6df,,18.99,189.909,,,0,,budgetguard,test,189.909,0,HR,dev,DataLake,2
2/25/2026,AWSLambda,us-west-2,lambda:carci-staging-fn-29c4,Lambda:Requests,923680.2,9236802,,,0,,carci,staging,0,0,HR,test,MobileApp,2
2/25/2026,AmazonECR,ap-southeast-1,ecr/carci-dev-repo-171e,BoxUsage:r6i.2xlarge,1.7,16.987,r6i.2xlarge,,0,ECR,carci,dev,0,1,IT,dev,DataLake,2
2/2/2026,AmazonRoute53,ap-south-1,hostedzone/c307bfe5fbb58,Route53:HostedZone,0.1,1,,,0,,budgetguard,test,0,0,Finance,test,AIResearch,2
2/24/2026,AmazonECR,us-east-1,ecr/carci-test-repo-6776,ECR:Storage,31.71,317.067,,,0,ECR,carci,test,0,0,IT,dev,DataLake,2
2/9/2026,AmazonEKS,eu-west-1,eks/carci-staging-cluster,BoxUsage:t3.medium,0.39,3.945,t3.medium,,0,,carci,staging,0,0,HR,prod,WebApp,2
2/20/2026,AmazonDynamoDB,us-west-2,ddb/startup-x-prod-table-8dcb,DynamoDB:WriteUnits,30465.3,304653,,,0,,startup-x,prod,0,0,Operations,prod,WebApp,2
2/15/2026,AmazonS3,eu-west-1,startup-x-prod-bucket-30b993,DataTransfer-Out-Bytes,3.65,36.458,,,0,,startup-x,prod,36.458,0,Operations,dev,WebApp,2
2/16/2026,AmazonEC2,ap-northeast-1,i-6471ca40f98dcc16a,EBS:VolumeUsage.io2,7.57,75.677,,io2,0,EBS,budgetguard,prod,0,0,Marketing,dev,WebApp,2
2/24/2026,AmazonVPC,ap-south-1,nat-b95593f4,DataTransfer-Out-Bytes,57.3,572.988,,,0,,costwatch,prod,572.988,1,IT,dev,MobileApp,2
2/24/2026,AmazonS3,ap-southeast-1,finops-lite-prod-bucket-27b79d,DataTransfer-Out-Bytes,3.45,34.547,,,0,,finops-lite,prod,34.547,0,IT,prod,AIResearch,2
2/26/2026,AmazonCloudFront,us-west-2,cf/f12f63c9d144,DataTransfer-Out-Bytes,3.55,35.484,,,0,,startup-x,test,35.484,0,Marketing,dev,DataLake,2
2/7/2026,AmazonRDS,ap-northeast-1,db:costwatch-dev-01,DataTransfer-Out-Bytes,1.78,17.832,,,0,,costwatch,dev,17.832,0,Marketing,prod,DataLake,2
2/6/2026,AmazonDynamoDB,eu-west-1,ddb/finops-lite-test-table-0e86,DynamoDB:ReadUnits,103246.2,1032462,,,0,,finops-lite,test,0,0,Marketing,test,WebApp,2
2/25/2026,AmazonDynamoDB,ap-south-1,ddb/finops-lite-staging-table-4ddc,DynamoDB:ReadUnits,182198.5,1821985,,,0,,finops-lite,staging,0,0,HR,prod,WebApp,2
2/14/2026,AmazonElastiCache,us-west-2,cache/carci-staging-redis-0a60,DataTransfer-Out-Bytes,0.8,7.958,,,0,,carci,staging,7.958,0,IT,prod,CloudMigration,2
2/22/2026,AmazonEC2,ap-southeast-1,i-43c952199ead4afb6,EBS:VolumeUsage.io2,16.19,161.888,,io2,0,EBS,finops-lite,prod,0,0,HR,test,AIResearch,2
2/6/2026,AmazonElastiCache,ap-northeast-1,cache/costwatch-dev-redis-6053,BoxUsage:t3.medium,2.22,22.18,t3.medium,,0,,costwatch,dev,0,0,Marketing,prod,MobileApp,2
2/12/2026,AmazonVPC,ap-southeast-1,nat-113013de,NATGateway:DataProcessed,1.84,18.417,,,0,,costwatch,prod,18.417,0,IT,dev,DataLake,2
2/13/2026,AmazonEC2,us-west-2,i-09d384d33933f6686,DataTransfer-Out-Bytes,14.97,149.677,,,0,,finops-lite,test,149.677,0,HR,dev,CloudMigration,2
2/12/2026,AmazonVPC,us-west-2,nat-fa70023f,NATGateway:Hours,0.52,5.244,,,0,,carci,staging,0,0,HR,prod,CloudMigration,2
2/5/2026,AmazonElastiCache,ap-southeast-1,cache/carci-prod-redis-7e98,BoxUsage:m5.xlarge,1.52,15.22,m5.xlarge,,0,,carci,prod,0,0,Marketing,dev,DataLake,2
2/15/2026,AmazonEC2,ap-southeast-1,i-d331045abe82ba53c,EBS:VolumeUsage.io2,8.01,80.094,,io2,0,EBS,carci,prod,0,0,IT,prod,MobileApp,2
2/13/2026,AmazonElastiCache,us-west-2,cache/costwatch-prod-redis-d534,DataTransfer-Out-Bytes,0.74,7.433,,,0,,costwatch,prod,7.433,0,Marketing,dev,CloudMigration,2
2/23/2026,ElasticLoadBalancing,ap-northeast-1,app/finops-lite-dev-alb/e5cb04ff3d,DataTransfer-Out-Bytes,5.06,50.562,,,0,,finops-lite,dev,50.562,0,IT,dev,CloudMigration,2
2/15/2026,AmazonEC2,us-west-2,i-7a3d7fbc4105ff52f,DataTransfer-Out-Bytes,10.24,102.384,,,0,,budgetguard,dev,102.384,0,Operations,prod,AIResearch,2
2/11/2026,AmazonS3,ap-northeast-1,carci-staging-bucket-c72eee,DataTransfer-Out-Bytes,10.65,106.469,,,0,,carci,staging,106.469,0,Finance,dev,MobileApp,2
2/3/2026,AmazonECR,eu-west-1,ecr/carci-prod-repo-3cd1,ECR:Storage,26.68,266.776,,,0,ECR,carci,prod,0,0,Finance,prod,CloudMigration,2
2/18/2026,AmazonCloudWatch,ap-southeast-1,res-6eab17eafb,CloudWatch:Metrics,12.2,122,,,0,,startup-x,prod,0,0,Finance,dev,MobileApp,2
2/23/2026,AWSLambda,us-east-1,lambda:finops-lite-dev-fn-9b31,Lambda:GB-Second,4112.23,41122.324,,,0,,finops-lite,dev,0,0,Marketing,dev,DataLake,2
2/6/2026,AWSLambda,ap-southeast-1,lambda:costwatch-dev-fn-63c6,Lambda:Requests,650937.5,6509375,,,0,,costwatch,dev,0,0,Operations,test,WebApp,2
2/15/2026,AmazonDynamoDB,us-east-1,ddb/budgetguard-dev-table-13ee,BoxUsage:r6i.2xlarge,1.33,13.279,r6i.2xlarge,,0,,budgetguard,dev,0,1,IT,test,CloudMigration,2
2/22/2026,AmazonEKS,eu-west-1,eks/costwatch-dev-cluster,BoxUsage:c6i.xlarge,1.66,16.619,c6i.xlarge,,1,,costwatch,dev,0,0,HR,prod,AIResearch,2
2/27/2026,AmazonCloudWatch,ap-northeast-1,res-43cacd78ca,CloudWatch:Metrics,4.4,44,,,0,,finops-lite,prod,0,0,IT,test,DataLake,2
2/10/2026,AWSLambda,us-east-1,lambda:costwatch-prod-fn-a666,Lambda:GB-Second,107467.6,1074675.977,,,0,,costwatch,prod,0,0,HR,prod,MobileApp,2
2/20/2026,AmazonVPC,ap-south-1,nat-5a3bfd9d,DataTransfer-Out-Bytes,8.64,86.389,,,0,,finops-lite,prod,86.389,0,IT,test,DataLake,2
2/26/2026,AmazonEC2,us-east-1,i-16859841961be37c7,DataTransfer-Out-Bytes,2.56,25.603,,,0,,costwatch,dev,25.603,0,Operations,dev,CloudMigration,2
2/17/2026,AmazonDynamoDB,ap-southeast-1,ddb/budgetguard-prod-table-ccda,DynamoDB:ReadUnits,322994,3229940,,,0,,budgetguard,prod,0,0,HR,prod,MobileApp,2
2/18/2026,AmazonEC2,ap-southeast-1,i-b669e52553c1d8845,EBS:VolumeUsage.gp2,11.84,118.448,,gp2,0,EBS,finops-lite,prod,0,0,Marketing,prod,WebApp,2
2/19/2026,AmazonECR,us-east-1,ecr/costwatch-prod-repo-14a1,ECR:Storage,5.18,51.789,,,0,ECR,costwatch,prod,0,0,IT,dev,DataLake,2
2/25/2026,AmazonRoute53,ap-south-1,hostedzone/2a7525dc2b76a,Route53:HostedZone,0.1,1,,,0,,budgetguard,staging,0,0,IT,prod,CloudMigration,2
2/11/2026,AmazonRDS,us-east-1,db:startup-x-staging-01,DataTransfer-Out-Bytes,3.22,32.22,,,0,,startup-x,staging,32.22,0,HR,prod,AIResearch,2
2/27/2026,ElasticLoadBalancing,ap-south-1,app/carci-prod-alb/771ac3c890,DataTransfer-Out-Bytes,3.74,37.395,,,0,,carci,prod,37.395,0,Marketing,test,MobileApp,2
2/17/2026,AmazonDynamoDB,us-west-2,ddb/startup-x-staging-table-96a2,BoxUsage:c6i.4xlarge,1.99,19.878,c6i.4xlarge,,0,,startup-x,staging,0,1,Marketing,prod,DataLake,2
2/4/2026,AmazonEC2,ap-northeast-1,i-266d36d240ea12215,DataTransfer-Out-Bytes,1.61,16.139,,,0,,startup-x,staging,16.139,0,Operations,dev,DataLake,2
2/26/2026,AmazonS3,us-east-1,finops-lite-prod-bucket-cecda0,DataTransfer-Out-Bytes,19.65,196.477,,,0,,finops-lite,prod,196.477,0,Marketing,test,WebApp,2
2/13/2026,AmazonVPC,eu-west-1,nat-12b39929,DataTransfer-Out-Bytes,2.25,22.497,,,0,,startup-x,dev,22.497,0,Marketing,test,WebApp,2
2/25/2026,AmazonRoute53,us-west-2,hostedzone/4c949b04310c2,Route53:HostedZone,0.1,1,,,0,,carci,staging,0,0,Marketing,dev,AIResearch,2
2/10/2026,AmazonS3,ap-southeast-1,budgetguard-test-bucket-578635,S3:Storage.Intelligent-Tiering,433.43,4334.26,,,0,Intelligent-Tiering,budgetguard,test,0,0,Finance,dev,AIResearch,2
2/22/2026,AmazonDynamoDB,ap-southeast-1,ddb/startup-x-staging-table-9283,DynamoDB:ReadUnits,85526.7,855267,,,0,,startup-x,staging,0,0,Operations,test,CloudMigration,2
2/7/2026,ElasticLoadBalancing,eu-west-1,app/budgetguard-test-alb/3926afea94,ALB:LCU,3.35,33.465,,,0,,budgetguard,test,0,0,IT,prod,CloudMigration,2
2/19/2026,AmazonCloudWatch,ap-southeast-1,res-77d8b4afee,CloudWatch:Metrics,28.6,286,,,0,,costwatch,dev,0,0,HR,test,AIResearch,2
2/12/2026,AmazonDynamoDB,eu-west-1,ddb/carci-dev-table-8468,DynamoDB:ReadUnits,140061.5,1400615,,,0,,carci,dev,0,0,IT,dev,AIResearch,2
2/24/2026,AmazonCloudFront,us-east-1,cf/c618f4bc794e,DataTransfer-Out-Bytes,6.48,64.803,,,0,,carci,prod,64.803,0,Operations,test,MobileApp,2
2/17/2026,AWSLambda,us-west-2,lambda:startup-x-dev-fn-54e5,Lambda:Requests,856618.5,8566185,,,0,,startup-x,dev,0,0,HR,dev,WebApp,2
2/6/2026,AmazonCloudWatch,ap-south-1,res-b17f728b71,CloudWatch:Metrics,5.8,58,,,0,,finops-lite,prod,0,0,Operations,test,CloudMigration,2
2/22/2026,AmazonS3,ap-northeast-1,budgetguard-test-bucket-11a388,DataTransfer-Out-Bytes,12.22,122.163,,,0,,budgetguard,test,122.163,0,Marketing,prod,WebApp,2
2/19/2026,AmazonCloudWatch,us-east-1,res-8c7cbbff04,CloudWatch:Metrics,7.8,78,,,0,,costwatch,test,0,1,HR,test,WebApp,2
2/15/2026,AmazonEC2,us-east-1,i-b37da3fff65d07145,BoxUsage:t3.medium,1.33,13.25,t3.medium,,0,,budgetguard,test,0,0,Marketing,test,AIResearch,2
2/5/2026,AmazonEKS,us-east-1,eks/startup-x-dev-cluster,BoxUsage:m5.xlarge,0.25,2.458,m5.xlarge,,0,,startup-x,dev,0,0,IT,dev,MobileApp,2
2/6/2026,AWSLambda,eu-west-1,lambda:startup-x-prod-fn-26ef,Lambda:GB-Second,197993.05,1979930.505,,,0,,startup-x,prod,0,0,IT,dev,DataLake,2
2/28/2026,AWSLambda,us-east-1,lambda:costwatch-prod-fn-85ae,Lambda:Requests,516734.9,5167349,,,0,,costwatch,prod,0,0,HR,dev,MobileApp,2
2/20/2026,AmazonEKS,us-west-2,eks/costwatch-dev-cluster,BoxUsage:m5.large,1.47,14.7,m5.large,,1,,costwatch,dev,0,0,HR,test,MobileApp,2
2/17/2026,AmazonECR,eu-west-1,ecr/costwatch-prod-repo-5f13,ECR:Storage,17.51,175.085,,,0,ECR,costwatch,prod,0,0,Operations,prod,WebApp,2
2/3/2026,AWSLambda,us-east-1,lambda:startup-x-staging-fn-ddb1,Lambda:Requests,1859763,18597630,,,0,,startup-x,staging,0,0,Operations,dev,MobileApp,2
2/23/2026,AmazonCloudWatch,us-west-2,res-b3d48f729d,CloudWatch:Metrics,46.9,469,,,0,,costwatch,prod,0,0,Marketing,dev,CloudMigration,2
2/9/2026,AmazonEC2,ap-south-1,i-c6adb34d88db8c6df,BoxUsage:t3.micro,0.25,2.529,t3.micro,,0,,carci,staging,0,0,HR,test,WebApp,2
2/6/2026,AmazonRDS,ap-south-1,db:budgetguard-prod-01,,16.84,168.382,,,0,,budgetguard,prod,168.382,0,IT,dev,CloudMigration,2
2/27/2026,AmazonCloudWatch,ap-northeast-1,res-43cacd78ca,CloudWatch:Metrics,4.4,44,,,0,,finops-lite,prod,0,0,IT,test,DataLake,2
2/8/2026,ElasticLoadBalancing,us-east-1,app/carci-test-alb/bc451d7a7d,DataTransfer-Out-Bytes,1.56,15.639,,,0,,carci,test,15.639,0,Marketing,test,AIResearch,2
2/18/2026,AWSLambda,ap-southeast-1,lambda:carci-test-fn-621d,Lambda:Requests,953605.9,9536059,,,0,,carci,test,0,0,Operations,test,DataLake,2
